Month,Business_Entity,Forecast_Revenue,Actual_Revenue,Remarketing_Revenue,Freight_Cost,Legal_Cost,Material_Cost,Capital_Cost,Rebates,Deferred_Revenue,Gross_Margin,Disruption_Event,Variance_$,Variance_%,High_Variance_Risk
2023-01-01,Retail Banking,4161300.75,4195252.91,315277.23,122285.42,50795.25,335345.55,135409.07,65852.09,90095.06,3485565.53,0,33952.16000000015,0.008159025756549835,0
2023-02-01,Retail Banking,4319011.94,4314665.03,281031.18,139149.16,51600.14,340289.12,142649.28,128201.68,128068.8,3512775.65,0,-4346.910000000149,-0.001006459361628935,0
2023-03-01,Retail Banking,4409373.3,4279598.53,327007.62,148999.26,57773.5,306453.96,157742.15,50524.06,228582.34,3558105.59,0,-129774.76999999955,-0.029431567973616467,0
2023-04-01,Retail Banking,4418982.82,4786417.52,236094.47,144893.56,48668.84,305823.92,155540.31,109625.5,129111.97,4021865.39,0,367434.69999999925,0.08314915784171327,1
2023-05-01,Retail Banking,4356171.01,4458784.36,209010.19,144282.96,47778.54,344053.82,163170.3,117464.19,188196.51,3642034.54,0,102613.35000000056,0.023555858979007475,0
2023-06-01,Retail Banking,4249246.71,4050707.85,211011.96,149664.13,56534.87,321867.81,148125.84,99319.77,226371.42,3275195.43,0,-198538.85999999987,-0.04672330734122045,0
2023-07-01,Retail Banking,4139284.8,4236332.38,187275.54,159947.16,54593.16,340677.93,175387.4,97601.82,122729.82,3408124.92,0,97047.58000000007,0.023445494738608002,0
2023-08-01,Retail Banking,4069285.38,4142477.92,214839.07,161258.69,49246.18,393652.89,165616.9,95907.72,177017.79,3276795.54,0,73192.54000000004,0.017986583187242583,0
2023-09-01,Retail Banking,4072559.94,3443728.28,291347.43,225108.2,105762.8,385600.92,186575.82,68359.22,95769.12,2472321.31,1,-628831.6600000001,-0.15440697479335325,1
2023-10-01,Retail Banking,4163475.91,4336646.38,234346.38,154655.86,54137.36,370231.21,172169.53,127207.27,253888.09,3458245.15,0,173170.46999999974,0.04159276377319059,0
2023-11-01,Retail Banking,4333124.08,4358643.44,359835.8,141859.64,50380.85,362725.5,173896.86,104261.35,186560.6,3525519.24,0,25519.360000000335,0.005889367469947995,0
2023-12-01,Retail Banking,4551197.38,3893289.55,256631.95,223145.49,141815.11,415750.35,178817.01,66924.96,123587.31,2866836.63,1,-657907.8300000001,-0.14455708576629567,1
2024-01-01,Retail Banking,4773715.72,4828884.67,413652.05,162118.19,59733.52,506284.39,176725.96,116083.19,250289.33,3807939.41,0,55168.950000000186,0.011556815117595688,0
2024-02-01,Retail Banking,4954637.13,5168210.7,294069.94,154003.22,56100.56,376256.34,174510.05,99808.28,215544.29,4307532.24,0,213573.5700000003,0.0431057945105256,0
2024-03-01,Retail Banking,5058296.89,4978701.93,208445.35,164135.83,55379.58,430455.3,176363.52,126458.39,142554.38,4025909.32,0,-79594.95999999996,-0.015735525559473433,0
2024-04-01,Retail Banking,5069320.63,4861930.03,215224.87,165681.28,54960.54,469212.05,183457.66,119223.41,287019.58,3869395.08,0,-207390.59999999963,-0.04091092577034324,0
2024-05-01,Retail Banking,4997264.87,5196068.92,278205.91,160827.61,54754.96,401407.33,184409.2,94459.64,139939.35,4300210.17,0,198804.0499999998,0.03978257210128624,0
2024-06-01,Retail Banking,4874604.61,5034802.91,264388.3,186961.44,62588.28,368452.21,190287.09,146499.2,249302.68,4080014.7,0,160198.2999999998,0.03286385518763127,0
2024-07-01,Retail Banking,4748459.71,4509297.8,236226.55,189915.79,68552.85,391036.78,188114.82,87856.8,107832.49,3583820.76,0,-239161.91000000015,-0.05036620811930616,0
2024-08-01,Retail Banking,4668158.53,4805425.36,305978.68,170345.9,53865.12,474027.11,172837.72,109092.16,104816.71,3825257.35,0,137266.83000000007,0.029404920402306918,0
2024-09-01,Retail Banking,4671915.0,4682291.25,387808.39,199605.38,56142.59,439775.82,190164.76,49305.59,203356.7,3747297.11,0,10376.25,0.0022209843286960487,0
2024-10-01,Retail Banking,4776211.0,4849045.19,333486.82,193811.38,55174.69,502179.74,171867.92,139794.56,171870.07,3786216.91,0,72834.19000000041,0.015249366077001291,0
2024-11-01,Retail Banking,4970826.14,5068098.15,283553.92,181236.79,59939.81,463406.47,196087.95,114431.86,279246.53,4052995.26,0,97272.01000000071,0.01956858020385334,0
2024-12-01,Retail Banking,5220993.1,5282239.38,423498.51,172060.74,60817.57,465146.64,200812.87,157464.1,192826.6,4225937.45,0,61246.28000000026,0.01173077206326901,0
2022-01-01,Consumer Lending,3576055.85,3799781.4,212797.18,194713.42,55954.77,493971.29,120740.69,110198.37,220479.6,2824202.86,0,223725.5499999998,0.06256209617084135,0
2022-02-01,Consumer Lending,3676010.21,3568004.75,255440.1,175253.23,55299.71,511903.02,116199.54,89369.57,184334.41,2619979.69,0,-108005.45999999996,-0.029381164314013143,0
2022-03-01,Consumer Lending,3735940.99,3733748.37,160095.43,187609.81,46234.72,538230.3,122872.61,46079.46,96030.77,2792721.47,0,-2192.6200000001118,-0.0005868989916781613,0
2022-04-01,Consumer Lending,3748146.76,3892528.77,276022.73,195015.21,60224.82,497352.76,131517.83,45258.34,91059.91,2963159.81,0,144382.01000000024,0.0385209062624859,0
2022-05-01,Consumer Lending,3717783.1,3459783.3,278996.85,185102.28,55639.45,533012.8,114289.48,97313.63,84584.43,2474425.66,0,-257999.80000000028,-0.06939614094216531,0
2022-06-01,Consumer Lending,3661720.39,3937229.03,159724.26,195791.64,59890.01,534762.19,133445.43,85309.42,230276.33,2928030.35,0,275508.63999999966,0.07524021789113168,1
2022-07-01,Consumer Lending,3604208.43,3723412.49,190563.48,201180.45,61190.92,528705.19,132820.13,76188.31,168208.68,2723327.5,0,119204.06000000006,0.033073575603395404,0
2022-08-01,Consumer Lending,3570458.67,3579758.39,224547.7,223148.14,72504.69,490534.29,137409.93,80196.08,111313.47,2575965.26,0,9299.720000000205,0.002604628945333851,0
2022-09-01,Consumer Lending,3579840.29,3215473.9,222455.51,203557.79,50108.98,514251.14,136072.93,42612.55,181471.98,2268870.52,0,-364366.39000000013,-0.1017828619387934,1
2022-10-01,Consumer Lending,3640523.92,3893918.42,340678.91,221689.03,71803.85,532908.36,132701.71,106386.83,84921.48,2828428.64,0,253394.5,0.0696038552604813,0
2022-11-01,Consumer Lending,3747051.43,3314450.34,195700.2,378856.1,139237.49,560026.08,124136.13,36881.58,180932.18,2075312.96,1,-432601.0900000003,-0.1154510681482694,1
2022-12-01,Consumer Lending,3881546.67,3859693.7,347317.95,216473.56,64092.57,496015.42,140448.62,73376.18,97134.51,2869287.34,0,-21852.96999999974,-0.005629964511028213,0
2023-01-01,Consumer Lending,4018311.13,3754763.92,276294.43,225539.38,54533.64,572672.62,139822.01,76620.29,191090.21,2685575.98,0,-263547.20999999996,-0.0655865614865915,0
2023-02-01,Consumer Lending,4130626.97,3982463.41,328987.62,247934.63,76462.28,514189.47,145626.24,50498.85,84234.31,2947751.93,0,-148163.56000000006,-0.035869508691074095,0
2023-03-01,Consumer Lending,4197969.47,4497532.77,227791.98,234541.72,72631.54,455224.42,131938.95,126304.99,152602.27,3476891.14,0,299563.2999999998,0.07135909447192808,1
2023-04-01,Consumer Lending,4211684.73,3800095.52,300901.64,246966.68,57168.14,462038.28,141211.7,72896.15,224970.61,2819814.57,0,-411589.2100000004,-0.09772555079164257,1
2023-05-01,Consumer Lending,4177565.97,4402326.4,228953.03,207534.32,69423.76,499542.6,139313.81,122982.37,171507.88,3363529.55,0,224760.43000000017,0.053801766773775246,0
2023-06-01,Consumer Lending,4114569.91,3905712.73,189880.1,222098.7,62260.98,540761.18,136910.18,55174.73,135023.59,2888506.96,0,-208857.18000000017,-0.050760391624990076,0
2023-07-01,Consumer Lending,4049945.37,4030158.56,322293.88,232222.53,63504.94,560185.14,144974.73,105283.97,201227.38,2923987.26,0,-19786.810000000056,-0.0048856980014029315,0
2023-08-01,Consumer Lending,4012021.75,3969536.59,200332.45,230038.62,53077.94,488722.7,157278.48,76416.34,198075.26,2964002.52,0,-42485.16000000015,-0.010589464027706268,0
2023-09-01,Consumer Lending,4022563.59,4071667.71,184685.15,463043.32,171857.81,451195.06,142630.29,71440.19,84702.28,2771501.03,1,49104.12000000011,0.012207170601869868,0
2023-10-01,Consumer Lending,4090752.05,4007896.35,202688.94,227424.28,67836.48,576947.51,156940.1,94514.4,206674.59,2884233.57,0,-82855.69999999972,-0.02025439307669594,0
2023-11-01,Consumer Lending,4210453.95,4323300.07,299786.52,228372.51,67861.97,645052.9,148630.68,74627.28,198165.76,3158754.73,0,112846.12000000011,0.026801414132554546,0
2023-12-01,Consumer Lending,4361582.38,4322598.89,249867.12,243572.62,72595.2,561458.34,151226.58,56440.96,128979.04,3237305.18,0,-38983.49000000022,-0.00893792357992794,0
2024-01-01,Consumer Lending,4515260.67,4387076.36,213513.21,232814.13,54266.62,615797.67,157561.69,119811.68,231123.83,3206824.57,0,-128184.30999999959,-0.02838912731033967,0
2024-02-01,Consumer Lending,4641466.76,4622580.34,224400.29,255799.92,74605.5,685888.01,168692.53,72110.32,234733.32,3365484.07,0,-18886.419999999925,-0.004069062858052209,0
2024-03-01,Consumer Lending,4717137.58,4544596.69,297128.09,223249.01,70417.8,580671.15,145569.04,98275.83,118952.59,3426413.87,0,-172540.88999999966,-0.03657745551699589,0
2024-04-01,Consumer Lending,4732549.03,4913472.93,327382.11,250552.66,71486.62,572143.04,165165.91,116105.63,247683.82,3738019.07,0,180923.89999999944,0.03822969373441429,0
2024-05-01,Consumer Lending,4694210.75,4138191.22,237711.83,243068.75,76528.03,611299.83,164591.82,111054.88,105900.02,2931647.91,0,-556019.5299999998,-0.11844792652311142,1
2024-06-01,Consumer Lending,4623423.9,4973529.54,249081.15,252841.3,73561.18,639533.02,170635.18,101764.92,170856.75,3735193.93,0,350105.63999999966,0.07572432196840087,1
2024-07-01,Consumer Lending,4550807.16,4812776.37,298183.96,253910.84,71537.54,508447.15,172437.85,96517.38,140959.04,3709925.6,0,261969.20999999996,0.05756543856716617,0
2024-08-01,Consumer Lending,4508193.47,4325949.89,256072.71,276898.1,78217.5,580677.99,167796.98,124572.83,195136.34,3097786.49,0,-182243.58000000007,-0.04042496871812382,0
2024-09-01,Consumer Lending,4520039.04,4593361.62,326145.38,258778.64,85789.87,635156.55,162968.16,74570.66,137523.25,3376097.73,0,73322.58000000007,0.0162216696252252,0
2024-10-01,Consumer Lending,4596660.45,4791769.81,199704.78,292258.35,82172.99,619460.79,175662.38,126623.22,117040.27,3495592.09,0,195109.3599999994,0.042445893518195235,0
2024-11-01,Consumer Lending,4731166.03,4779237.4,381692.69,254708.23,76359.01,614951.44,178524.75,109076.31,228246.52,3545617.65,0,48071.37000000011,0.010160575573797842,0
2024-12-01,Consumer Lending,4900984.71,5242824.65,275719.9,255889.88,76415.86,658545.83,179164.77,94460.12,201745.11,3978348.18,0,341839.9400000004,0.06974923616931676,0
2022-01-01,Insurance Services,5977783.24,6023384.44,286875.44,287291.75,70655.23,904437.76,241526.06,172794.88,343469.89,4346678.76,0,45601.200000000186,0.00762844656107005,0
2022-02-01,Insurance Services,6137495.1,6027125.38,275210.01,281795.66,66203.57,708485.71,241665.19,66872.36,201353.54,4662102.89,0,-110369.71999999974,-0.01798286079283383,0
2022-03-01,Insurance Services,6210088.47,6396261.86,550032.34,242603.18,52160.02,737131.75,221507.1,92695.24,243682.1,5050164.57,0,186173.3900000006,0.029979184821500717,0
2022-04-01,Insurance Services,6180945.58,6543832.63,319465.65,237076.9,59770.25,809990.03,233955.71,141423.79,296373.92,5061615.94,0,362887.0499999998,0.058710604276182576,0
2022-05-01,Insurance Services,6062722.44,4835907.28,214073.45,497309.27,100133.79,838636.86,219198.01,120893.86,137321.51,3059735.5,1,-1226815.1600000001,-0.2023538389133315,1
2022-06-01,Insurance Services,5892138.65,5923080.64,297676.16,328769.57,53821.58,923399.99,197411.3,111444.27,213411.69,4308233.93,0,30941.989999999292,0.005251402222179427,0
2022-07-01,Insurance Services,5720273.65,5651318.01,469563.95,279483.2,59825.56,869228.07,238009.9,102710.92,118765.01,4102060.36,0,-68955.6400000006,-0.012054605114914492,0
2022-08-01,Insurance Services,5598932.71,5337668.52,404587.86,285328.27,61133.22,789792.8,220948.02,125103.5,110961.7,3855362.71,0,-261264.1900000004,-0.04666321306797781,0
2022-09-01,Insurance Services,5566721.32,5464010.47,396891.0,296330.37,59020.86,824517.55,239472.15,148150.79,290733.41,3896518.73,0,-102710.85000000056,-0.01845086974822741,0
2022-10-01,Insurance Services,5638570.43,5660410.76,415498.24,277502.51,55628.29,730292.41,251296.6,157661.88,298290.87,4188029.06,0,21840.330000000075,0.003873380721432272,0
2022-11-01,Insurance Services,5801553.86,5872202.49,408204.67,265415.51,66257.9,750247.31,246182.65,109942.49,186610.55,4434156.62,0,70648.62999999989,0.012177535830030178,0
2022-12-01,Insurance Services,6018167.11,5781201.45,451976.0,307904.55,61625.15,826056.63,248207.76,60410.01,177755.15,4276997.35,0,-236965.66000000015,-0.03937505484124055,0
2023-01-01,Insurance Services,6236238.73,5940487.23,279011.64,304988.63,54042.08,858724.46,214362.4,125246.62,273599.92,4383123.04,0,-295751.5,-0.04742465976763529,0
2023-02-01,Insurance Services,6402855.9,6527152.75,328453.27,321488.69,72031.14,786217.85,240178.24,184641.66,239878.22,4922595.18,0,124296.84999999963,0.019412720189439157,0
2023-03-01,Insurance Services,6478587.91,6336194.83,306127.98,294495.36,60299.95,871511.85,218174.21,112695.01,199892.69,4779018.46,0,-142393.08000000007,-0.021979030303842875,0
2023-04-01,Insurance Services,6448185.0,6579975.68,499764.26,305235.8,51700.87,1004262.95,232269.03,189086.09,324411.78,4797420.93,0,131790.6799999997,0.020438414840765223,0
2023-05-01,Insurance Services,6324850.37,6196778.37,401664.72,298284.43,52286.33,932184.62,232526.19,71280.03,304432.54,4610216.77,0,-128072.0,-0.02024901657871157,0
2023-06-01,Insurance Services,6146891.22,6199330.7,461354.93,269385.07,60610.77,901673.09,243855.79,148126.37,191471.32,4575679.61,0,52439.48000000045,0.008531057102390117,0
2023-07-01,Insurance Services,5967595.45,5814954.76,499305.04,293784.25,55002.2,854326.43,251057.78,143306.64,303903.76,4217477.45,0,-152640.6900000004,-0.02557825698456158,0
2023-08-01,Insurance Services,5841008.22,5865583.26,437653.62,291119.35,67610.33,766516.31,238519.44,174520.81,338810.01,4327297.02,0,24575.040000000037,0.004207328439609701,0
2023-09-01,Insurance Services,5807404.14,4820209.52,200989.72,426356.95,132760.28,950058.83,239582.5,131306.62,259240.39,2940144.34,1,-987194.6200000001,-0.16998896515578132,1
2023-10-01,Insurance Services,5882359.72,6240753.74,508283.02,303123.61,61075.66,848765.08,237181.46,72012.46,298629.75,4718595.47,0,358394.0200000005,0.060926913187825324,0
2023-11-01,Insurance Services,6052389.89,6220476.43,346881.86,304899.97,73560.74,896313.25,254229.54,172428.84,277648.03,4519044.1,0,168086.54000000004,0.027771928619092986,0
2023-12-01,Insurance Services,6278368.64,6182290.4,254834.25,305017.6,71360.42,848908.56,259707.18,121157.51,278822.65,4576139.14,0,-96078.23999999929,-0.01530305808866924,0
2024-01-01,Insurance Services,6505868.81,6120976.26,470575.24,272452.33,61997.77,868651.28,227101.73,97483.66,179615.83,4593289.49,0,-384892.5499999998,-0.059160822518952674,0
2024-02-01,Insurance Services,6679689.84,5779151.03,342220.13,445257.86,165743.27,880001.2,234242.89,159402.66,333972.98,3894503.16,1,-900538.8099999996,-0.13481745882979496,1
2024-03-01,Insurance Services,6758696.2,6491770.88,581392.82,313786.17,72781.89,1011044.43,225944.84,87837.3,187089.26,4780376.26,0,-266925.3200000003,-0.03949361120862339,0
2024-04-01,Insurance Services,6726978.79,6744480.85,532673.86,298671.36,64305.99,871309.42,231619.98,169723.31,322661.53,5108850.8,0,17502.05999999959,0.0026017712477430883,0
2024-05-01,Insurance Services,6598311.66,6470137.06,331212.01,320651.09,81109.7,968934.95,236555.44,178247.21,198141.49,4684638.67,0,-128174.60000000056,-0.01942536312387532,0
2024-06-01,Insurance Services,6412658.26,6449810.12,544605.22,320120.61,73006.18,842950.89,249097.96,117187.01,225147.01,4847447.48,0,37151.860000000335,0.0057935193945607725,0
2024-07-01,Insurance Services,6225610.47,6218355.79,273932.94,344604.51,70693.81,830660.59,205396.23,135859.61,329493.5,4631141.03,0,-7254.679999999702,-0.0011652961641205448,0
2024-08-01,Insurance Services,6093550.11,5907017.11,436533.34,281496.14,69403.23,928391.28,253367.22,136859.9,319116.38,4237499.35,0,-186533.0,-0.030611547723860433,0
2024-09-01,Insurance Services,6058493.12,6233352.28,466713.36,322845.09,73282.97,1026130.69,242307.34,172149.08,342047.36,4396637.12,0,174859.16000000015,0.028861823647659792,0
2024-10-01,Insurance Services,6136689.48,5144044.49,396993.76,482401.04,103708.7,919458.6,267386.43,52097.43,161942.37,3318992.31,1,-992644.9900000002,-0.1617557794369612,1
2024-11-01,Insurance Services,6314071.08,6552874.44,347237.99,317230.16,71367.95,1079908.28,248328.14,165267.15,272931.57,4670772.75,0,238803.36000000034,0.03782082225149742,0
2024-12-01,Insurance Services,6549820.24,6842354.68,390654.72,328191.2,68532.94,890848.68,255556.76,109609.54,330669.68,5189615.57,0,292534.4399999995,0.04466297230777122,0
2022-01-01,Investments,2326991.88,2467710.25,183017.16,70915.41,43455.29,325265.87,83868.25,63904.3,117826.47,1880301.13,0,140718.3700000001,0.06047222218927559,0
2022-02-01,Investments,2387681.09,2371288.09,104618.98,76582.95,59687.55,332799.73,84897.6,68464.58,87237.54,1748855.67,0,-16393.0,-0.006865657255760232,0
2022-03-01,Investments,2422030.22,2279306.83,203311.62,69312.3,57959.73,335835.67,87540.76,24212.35,105000.08,1704446.03,0,-142723.39000000013,-0.05892717143719211,0
2022-04-01,Investments,2425178.64,2362496.38,196602.02,75090.47,53445.32,351574.21,90424.65,60319.11,120101.93,1731642.62,0,-62682.26000000024,-0.02584645063507579,0
2022-05-01,Investments,2400654.69,2460255.15,114555.0,79307.64,60767.74,360476.68,87441.18,30762.33,116671.72,1841499.58,0,59600.45999999996,0.02482675257223269,0
2022-06-01,Investments,2359554.68,2355018.78,117812.73,70734.18,54364.34,305051.81,95536.92,61115.52,76336.71,1768216.03,0,-4535.9000000003725,-0.0019223542638988015,0
2022-07-01,Investments,2317664.86,2277171.9,159404.37,63753.76,60483.81,321466.68,95382.56,24576.1,89311.31,1711508.98,0,-40492.95999999996,-0.017471447532755,0
2022-08-01,Investments,2291271.4,2333654.47,121588.65,86023.17,55172.13,369952.7,102779.5,23792.58,77147.0,1695934.37,0,42383.0700000003,0.018497621015127367,0
2022-09-01,Investments,2292769.57,2270878.58,94605.15,72674.53,54732.01,336870.58,96040.1,54022.61,118138.98,1656538.74,0,-21890.989999999758,-0.009547836942026301,0
2022-10-01,Investments,2327254.88,2330612.51,112741.35,77630.28,51680.47,412894.71,97570.2,63903.96,113182.65,1626932.9,0,3357.6299999998882,0.0014427427046580683,0
2022-11-01,Investments,2391032.42,2589562.51,113955.62,74493.53,57253.16,391066.2,95648.34,59227.32,106317.35,1911873.96,0,198530.08999999985,0.08303111590599004,1
2022-12-01,Investments,2472477.17,2703338.97,119167.23,72766.21,54028.08,384412.38,102857.67,53969.23,114120.22,2035305.41,0,230861.80000000028,0.09337267207203385,1
2023-01-01,Investments,2555049.7,2558800.46,127881.48,78736.91,54606.14,375396.97,103474.39,62801.62,127193.52,1883784.43,0,3750.7599999997765,0.0014679792725753149,0
2023-02-01,Investments,2621686.79,2610472.91,149571.61,71402.51,69542.27,368898.78,107694.34,71705.68,146259.77,1921229.32,0,-11213.879999999888,-0.004277353054824634,0
2023-03-01,Investments,2659402.32,2726412.82,233430.47,71891.51,61508.45,337336.72,106523.38,34438.28,132593.63,2114714.47,0,67010.5,0.025197578980829048,0
2023-04-01,Investments,2662859.3,2742782.79,134352.9,81577.33,57137.96,327983.44,100188.9,75193.38,103710.68,2100701.78,0,79923.49000000022,0.03001416184475095,0
2023-05-01,Investments,2635931.87,2752898.47,132624.17,72230.24,61533.81,378187.99,105313.78,45433.29,140229.69,2090199.36,0,116966.6000000001,0.04437390864734303,0
2023-06-01,Investments,2590803.84,2466132.33,218230.64,73691.63,58149.43,319480.8,103316.06,65544.04,91827.67,1845950.36,0,-124671.50999999978,-0.048120783239228096,0
2023-07-01,Investments,2544808.59,2692332.54,130179.92,86093.88,65348.57,424645.21,109061.13,70305.96,116885.39,1936877.78,0,147523.9500000002,0.057970548582595045,0
2023-08-01,Investments,2515828.43,2507128.62,126088.66,80936.68,57371.37,391349.25,100059.48,72035.1,54088.14,1805376.73,0,-8699.810000000056,-0.003458029926150431,0
2023-09-01,Investments,2517473.43,2588718.0,144470.67,82798.62,57588.71,393181.52,105159.79,70823.09,98862.09,1879166.26,0,71244.56999999983,0.028300028572694737,0
2023-10-01,Investments,2555338.48,2708581.7,174547.31,79469.54,64157.77,366234.68,108639.47,63566.75,159255.07,2026513.48,0,153243.2200000002,0.059969832254864415,0
2023-11-01,Investments,2625366.57,2282658.63,186962.9,145411.82,119826.49,410710.93,118819.05,62494.86,97753.46,1425395.48,1,-342707.93999999994,-0.13053717675699664,1
2023-12-01,Investments,2714793.34,2198795.48,111663.1,135792.36,154495.92,377354.23,108487.44,50917.3,131876.16,1371748.23,1,-515997.85999999987,-0.19006892804591893,1
2024-01-01,Investments,2805458.44,2178023.63,167538.94,169901.26,114935.06,436588.33,114145.65,56970.39,109971.47,1285482.95,1,-627434.81,-0.22364787196776298,1
2024-02-01,Investments,2878626.32,2742123.65,169406.11,85727.9,64421.23,402841.1,108665.36,45222.33,95037.79,2035245.73,0,-136502.66999999993,-0.047419378142835825,0
2024-03-01,Investments,2920038.17,2820197.33,176078.12,95304.84,60022.9,368115.73,118414.36,63143.67,108689.73,2115195.82,0,-99840.83999999985,-0.0341916215430841,0
2024-04-01,Investments,2923833.96,3037883.0,252650.65,74688.64,79425.84,368788.27,101212.78,65628.75,125598.54,2348138.72,0,114049.04000000004,0.039006674647147216,0
2024-05-01,Investments,2894267.5,2970287.28,225463.08,91610.12,70069.56,427564.24,111727.71,33283.1,170427.48,2236032.55,0,76019.7799999998,0.026265637160352247,0
2024-06-01,Investments,2844716.67,2837838.68,127904.34,80179.9,64990.83,388098.73,105836.9,73955.55,117958.88,2124776.77,0,-6877.989999999758,-0.002417811964380888,0
2024-07-01,Investments,2794213.64,2957680.65,158623.96,94115.26,59650.56,417092.06,115999.05,40309.54,121284.24,2230514.18,0,163467.00999999978,0.05850197266949129,0
2024-08-01,Investments,2762393.26,2659066.79,120572.32,81982.77,69603.6,427374.24,116920.23,69454.43,111704.9,1893731.52,0,-103326.46999999974,-0.0374046923355148,0
2024-09-01,Investments,2764199.48,2247974.58,115554.86,152108.48,166223.81,386654.79,121257.15,62944.33,76738.78,1358786.02,1,-516224.8999999999,-0.18675385178786008,1
2024-10-01,Investments,2805775.51,2892379.69,228573.99,96505.73,63919.04,498056.53,110778.54,34450.28,130025.12,2088669.56,0,86604.18000000017,0.030866396720384867,0
2024-11-01,Investments,2882666.74,2872910.75,220765.06,94515.37,65827.14,454067.77,123599.16,60141.36,84112.75,2074759.94,0,-9755.990000000224,-0.0033843627723682767,0
2024-12-01,Investments,2980857.82,3294435.86,229700.64,95280.25,68763.16,456241.71,112846.29,59584.4,122315.76,2501720.06,0,313578.04000000004,0.10519724822031265,1
2022-01-01,Property & Casualty,5088281.06,3863668.28,167958.27,223321.11,157077.52,588389.96,120254.42,80365.22,213286.71,2694260.05,1,-1224612.7799999998,-0.24067317932315632,1
2022-02-01,Property & Casualty,5294620.76,5383194.63,358778.56,151311.69,89881.51,624974.43,137408.23,132496.62,207835.59,4247122.14,0,88573.87000000011,0.016729030088266438,0
2022-03-01,Property & Casualty,5401302.04,4308341.12,287760.07,239467.16,241600.74,554144.72,121692.08,100376.74,223249.61,3051059.68,1,-1092960.92,-0.2023513797054756,1
2022-04-01,Property & Casualty,5389544.67,5548445.06,287032.74,154822.62,101063.94,661158.69,128369.05,113294.58,249366.14,4389736.17,0,158900.38999999966,0.029483082473458683,0
2022-05-01,Property & Casualty,5272365.71,4276689.08,178799.9,317388.6,151844.09,564768.5,124074.71,122908.44,180271.38,2995704.74,1,-995676.6299999999,-0.18884817267351509,1
2022-06-01,Property & Casualty,5091630.47,5062619.67,302993.11,190465.72,94217.04,654520.85,129953.95,100944.94,302169.14,3892517.18,0,-29010.799999999814,-0.005697742632921241,0
2022-07-01,Property & Casualty,4907249.43,4916827.3,290246.04,169147.05,113278.25,648640.12,127589.7,88795.95,132464.15,3769376.23,0,9577.870000000112,0.0019517797366171608,0
2022-08-01,Property & Casualty,4781301.71,4754347.16,272447.8,172195.74,109985.74,613226.47,133382.12,129509.79,270571.26,3596047.29,0,-26954.549999999814,-0.005637491970779609,0
2022-09-01,Property & Casualty,4761287.5,4919166.99,239769.7,179004.3,81549.68,633271.03,130779.39,55898.69,103462.26,3838663.92,0,157879.49000000022,0.033158991134225824,0
2022-10-01,Property & Casualty,4867022.64,4860764.11,428504.33,180076.99,110675.07,544011.13,130099.12,97812.37,182669.79,3798089.44,0,-6258.529999999329,-0.0012859052572640858,0
2022-11-01,Property & Casualty,5084784.69,5051881.81,358579.53,182659.11,100328.72,662748.06,130974.39,151037.76,112713.66,3824133.77,0,-32902.88000000082,-0.00647085019444566,0
